Vereador,Tipo_de_Gasto,Nome_Da_Empresa,CNPJ,Valor,Mes/Ano
 ARSELINO TATTO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,ANDRE COSTA DESIGNER -ME,13.554.502/0001-06,"1.200,00",01/2019
 ARSELINO TATTO,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,VISTAR PRESTAÇÃO DE SERVIÇOS DE DIGITAÇÃO LTDA ME,08.689.647/0001-84,"2.500,00",01/2019
 ARSELINO TATTO,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"171,98",01/2019
 ARSELINO TATTO,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 ARSELINO TATTO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,SINALL COM E SERV DE MÁQUINAS LTDA,69.064.053/0001-72,"1.029,48",01/2019
 ARSELINO TATTO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"3.619,45",01/2019
 ARSELINO TATTO,TELEFONE MOVEL,TELEFONICA BRASIL S/A,02.558.157/0001-62,"171,66",01/2019
 ATILIO FRANCISCO,COMBUSTIVEL,AUTO POSTO GRANERO LTDA.,05.468.615/0001-60,"619,48",01/2019
 ATILIO FRANCISCO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,"4.040,00",01/2019
 ATILIO FRANCISCO,CONTRATAÇAO DE PESSOA JURIDICA,STYLU FENIX PRODUÇÕES AUDIOVISUAIS LTDA,11.263.684/0001-30,"7.500,00",01/2019
 ATILIO FRANCISCO,CONTRATAÇAO DE PESSOA JURIDICA,RENATO ZIBORDI JUNIOR,31.667.307/0001-74,"478,00",01/2019
 ATILIO FRANCISCO,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"3.808,40",01/2019
 ATILIO FRANCISCO,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 ATILIO FRANCISCO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,"200,00",01/2019
 ATILIO FRANCISCO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"2.858,70",01/2019
 ATILIO FRANCISCO,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"173,80",01/2019
 AURELIO NOMURA,COMBUSTIVEL,POSTO PAISAGEM LTDA,60.895.653/0001-08,"1.473,99",01/2019
 AURELIO NOMURA,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,WBL GRAFICA E EDITORA LTDA,08.142.850/0001-36,"2.715,00",01/2019
 AURELIO NOMURA,CONTRATAÇAO DE PESSOA JURIDICA,FERNANDO NOBUTAKA TAKAHASHI,18.411.294/0001-00,"3.855,00",01/2019
 AURELIO NOMURA,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,DIGIRATI INFORMATICA SERVIÇOS E TELECOMUNICAÇÕES LTDA EPP,04.371.843/0001-55,"158,56",01/2019
 AURELIO NOMURA,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"4.738,19",01/2019
 AURELIO NOMURA,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 AURELIO NOMURA,LIMPEZA DE VEICULOS,POSTO PAISAGEM LTDA,60.895.653/0001-08,"75,00",01/2019
 AURELIO NOMURA,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,COMAVI LOCAÇÃO E SERVIÇOS EIRELLI EPP,17.303.742/0001-99,"607,99",01/2019
 AURELIO NOMURA,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"368,85",01/2019
 CAIO MIRANDA,COMBUSTIVEL,AUTO POSTO NOVO CENTRO LTDA,02.646.144/0001-45,"200,02",01/2019
 CAIO MIRANDA,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"45,25",01/2019
 CAIO MIRANDA,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 CAIO MIRANDA,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,"MONSTERCAM LOCAÇÃO DE EQUIPAMENTOS PARA CINEMA, E VÍDEO LTDA",23.171.339/0001-56,"4.533,34",01/2019
 CAIO MIRANDA,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,"447,50",01/2019
 CAMILO CRISTÓFARO,COMBUSTIVEL,TONICAR AUTO POSTO LTDA,61.990.750/0001-42,"1.506,27",01/2019
 CAMILO CRISTÓFARO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,"6.285,00",01/2019
 CAMILO CRISTÓFARO,CONTRATAÇAO DE PESSOA JURIDICA,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,"2.650,00",01/2019
 CAMILO CRISTÓFARO,CONTRATAÇAO DE PESSOA JURIDICA,ALEXANDRE COZZI SALERNO 41572957816,32.194.406/0001-49,"1.500,00",01/2019
 CAMILO CRISTÓFARO,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"55,02",01/2019
 CAMILO CRISTÓFARO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,"8.000,00",01/2019
 CAMILO CRISTÓFARO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"1.184,40",01/2019
 CAMILO CRISTÓFARO,TELEFONE MOVEL,CLARO S.A.,40.432.544/0001-47,"469,81",01/2019
 CELSO JATENE,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"1.268,08",01/2019
 CLAUDINHO DE SOUZA,COMBUSTIVEL,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66,"461,09",01/2019
 CLAUDINHO DE SOUZA,CONTRATAÇAO DE PESSOA JURIDICA,MAZZA FC TECNOLOGIA DA INFORMACAO LTDA-ME,12.028.418/0001-96,"2.000,00",01/2019
 CLAUDINHO DE SOUZA,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,"2.500,00",01/2019
 CLAUDINHO DE SOUZA,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"1.240,15",01/2019
 CLAUDINHO DE SOUZA,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 CLAUDINHO DE SOUZA,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0060-00,"682,36",01/2019
 CLAUDINHO DE SOUZA,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,HABILTECS DISTRIBUIÇÃO DE PEÇAS E SERVIÇOS LTDA.,96.409.172/0001-92,"1.220,00",01/2019
 CLAUDINHO DE SOUZA,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"609,46",01/2019
 CLAUDINHO DE SOUZA,TELEFONE MOVEL,PORTO SEGURO TELECOMUNICAÇÕES S.A.,11.281.004/0001-01,"109,90",01/2019
 CLAUDIO FONSECA,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,IRINEU  PELOSI-ME,27.540.560/0001-95,"512,00",01/2019
 CLAUDIO FONSECA,CONTRATAÇAO DE PESSOA JURIDICA,TRAMPO INOVAÇÕES MARKETING E CONST.TEC.DA INFOMR.,16.670.376/0001-43,"5.000,00",01/2019
 CLAUDIO FONSECA,CONTRATAÇAO DE PESSOA JURIDICA,REVELE DESENVOLVIMENTO DIGITAL,16.727.438/0001-06,"190,00",01/2019
 CLAUDIO FONSECA,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,WEBSIDE SERVIÇOS EMPR LTDA ME,08.652.665/0001-91,"49,90",01/2019
 CLAUDIO FONSECA,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 CLAUDIO FONSECA,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,ALOC LOCAÇÃO E COMERCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA.,07.071.575/0001-44,"1.295,00",01/2019
 CLAUDIO FONSECA,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,"695,00",01/2019
 CLAUDIO FONSECA,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"443,55",01/2019
 CLAUDIO FONSECA,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,"110,00",01/2019
 CLAUDIO FONSECA,PROVEDOR DE INTERNET,TELEFONICA BRASIL S/A,02.558.157/0001-62,"101,23",01/2019
 CONTE LOPES,COMBUSTIVEL,AUTO POSTO MARANELLO II LTDA,02.297.445/0001-00,"208,03",01/2019
 CONTE LOPES,CONTRATAÇAO DE PESSOA JURIDICA,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,"430,00",01/2019
 CONTE LOPES,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"23,40",01/2019
 CONTE LOPES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 CONTE LOPES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,"1.565,00",01/2019
 CONTE LOPES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"191,80",01/2019
 CONTE LOPES,PROVEDOR DE INTERNET,TELEFONICA BRASIL S/A,02.558.157/0001-62,"158,88",01/2019
 DALTON SILVANO,COMBUSTIVEL,POSTO JENNER LTDA,61.699.179/0001-01,"2.530,00",01/2019
 DALTON SILVANO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,LUIZ BAZZO FILHO - ME,03.169.981/0001-93,"7.800,00",01/2019
 DALTON SILVANO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,CARLOS CELSO PIERRE GUIMARAES,29.324.949/0001-29,"1.575,00",01/2019
 DALTON SILVANO,CONTRATAÇAO DE PESSOA JURIDICA,LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,"384,80",01/2019
 DALTON SILVANO,CONTRATAÇAO DE PESSOA JURIDICA,LUCIANO ALVES DE SIQUEIRA,30.021.634/0001-91,"1.600,00",01/2019
 DALTON SILVANO,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,CARLOS CELSO PIERRE GUIMARAES,29.324.949/0001-29,"7.100,00",01/2019
 DALTON SILVANO,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"31,50",01/2019
 DALTON SILVANO,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 DALTON SILVANO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,"400,00",01/2019
 DALTON SILVANO,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"106,05",01/2019
 DALTON SILVANO,TELEFONE MOVEL,CLARO S.A.,40.432.544/0001-47,"386,92",01/2019
 DAVID SOARES,COMBUSTIVEL,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90,"281,53",01/2019
 DAVID SOARES,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,ROGERIO CESAR CAMARA ARAUJO - ME,21.863.755/0001-90,"6.900,00",01/2019
 DAVID SOARES,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"25,14",01/2019
 DAVID SOARES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 DAVID SOARES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"87,80",01/2019
 DAVID SOARES,TELEFONE MOVEL,TELEFONICA BRASIL S/A,02.558.157/0001-62,"599,99",01/2019
 DONATO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,DUBLEGRAF GRAFICA E EDITORA LTDA ME,05.883.576/0001-68,"1.750,00",01/2019
 DONATO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,BRASPOR GRAFICA E EDITORA LTDA,07.263.666/0001-81,"6.037,50",01/2019
 DONATO,CONTRATAÇAO DE PESSOA JURIDICA,IDEIA AZUL DESIGN INTELIGENTE LTDA ME,22.743.666/0001-72,"6.000,00",01/2019
 DONATO,CONTRATAÇAO DE PESSOA JURIDICA,EWERTON RODRIGUES DA SILVA,26.008.753/0001-37,"700,00",01/2019
 DONATO,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62,"2.852,00",01/2019
 DONATO,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"37,05",01/2019
 DONATO,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 DONATO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33,"500,00",01/2019
 DONATO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"1.085,05",01/2019
 DONATO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,VISUAL ARTE COPIADORA EIRELLI - ME,13.058.505/0001-59,"100,00",01/2019
 DONATO,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"184,11",01/2019
 DONATO,TELEFONE MOVEL,CLARO S.A.,40.432.544/0001-47,"437,78",01/2019
 EDIR SALES,COMBUSTIVEL,POSTO DE SERVIÇOS MZ LTDA.,17.680.499/0001-28,"657,31",01/2019
 EDIR SALES,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,SPEED PRINT DE DADOS LTDA - EPP,04.629.990/0001-82,"2.440,00",01/2019
 EDIR SALES,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,GRAFICA CAR LTDA ME,38.956.355/0001-21,"4.121,00",01/2019
 EDIR SALES,CONTRATAÇAO DE PESSOA JURIDICA,KITECH SOLUTIONS INFORMATICA LTDA.,16.912.244/0001-80,"350,00",01/2019
 EDIR SALES,CONTRATAÇAO DE PESSOA JURIDICA,RODRIGO ALVES DA CRUZ DE BRITO,26.022.479/0001-50,"3.500,00",01/2019
 EDIR SALES,CONTRATAÇAO DE PESSOA JURIDICA,ANDRÉ SOARES BARROS,30.956.455/0001-46,"2.683,33",01/2019
 EDIR SALES,CONTRATAÇAO DE PESSOA JURIDICA,NATAN SANTANA DOS REIS,32.215.235/0001-97,"2.500,00",01/2019
 EDIR SALES,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"796,11",01/2019
 EDIR SALES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.199,17",01/2019
 EDIR SALES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,"850,00",01/2019
 EDIR SALES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,MVS CARTUCHOS LTDA - ME,09.358.717/0001-84,"780,00",01/2019
 EDIR SALES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0018-06,"578,18",01/2019
 EDIR SALES,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"316,24",01/2019
 EDIR SALES,TELEFONE MOVEL,TIM S.A,02.421.421/0006-26,"412,26",01/2019
 EDUARDO MATARAZZO SUPLICY,ASSINATURA DE JORNAIS E REVISTAS,EDITORA GLOBO S.A. PARQUE GRÁFICO,04.067.191/0007-55,"1.696,41",01/2019
 EDUARDO MATARAZZO SUPLICY,ASSINATURA DE JORNAIS E REVISTAS,EMPRESA FOLHA DA MANHÃ S.A.,60.579.703/0001-48,"803,00",01/2019
